date,source,title
1/15/25,newsweek,Putin Ally Warns Russia Needs Land Crossing Through NATO Countries
1/16/25,rt,German FM blasts own govt over Ukraine aid
1/18/25,the-irish-times,Russia says has taken control of two more settlements in Ukraine’s Donetsk
1/20/25,the-times-of-india,No confirmation of participation of Indians in Russian forces: Ukraine
1/21/25,unknown,"Trump threatens Russia, others with tariffs if Ukraine deal not reached - Reuters"
1/23/25,unknown,Trump — the new sheriff in town — has a vulnerable Russia panicking
1/24/25,unknown,VOA Russian: Exiled Russian artists raise funds to help Ukraine
1/26/25,unknown,North Korea's entry makes Ukraine war a global conflict: Estonia FM
1/28/25,unknown,Ukraine and US diplomatic chiefs invited to next EU ministers meeting
1/29/25,unknown,'The Region Will Die': Ukraine's Donbas Mines Within Russia's Grasp
1/31/25,unknown,"GERMAN DEMISE: Unless Germany takes an additional credit of 12-15 billion Euros, due to Ukraine, the government will have to cut: - Pensions ... - Health spending (Olaf Scholz. Video at URL)"
2/1/25,unknown,"Ukraine says U.S. push for truce, elections is 'failed plan' unless it consists of more"
2/3/25,newsweek,Putin Ally's Death Was Result of Suspected Suicide Bombing: Reports
2/4/25,unknown,Former Zelenskyy press secretary makes the case for ceasefire
2/6/25,unknown,Ukraine's Western backers will meet for arms talks as doubts over U.S. intentions grow
2/8/25,rt,Critical Ukrainians should be jailed for treason – ex-FM
2/9/25,unknown,Zelensky To Meet JD Vance In Munich On Friday: Kyiv Presidency
2/11/25,unknown,European powers demand seat at table in Ukraine talks
2/12/25,the-irish-times,Ukrainians question Kremlin’s desire to end war as EU warns against ‘appeasement’
2/14/25,the-times-of-india,"EAM, Ukraine minister hold talks on bid to end war"
2/16/25,rt,UK and EU ‘incapable of negotiation’ – Moscow
2/17/25,unknown,"US, Russian officials meet to discuss Ukraine war, bilateral relations"
2/19/25,unknown,"Zelensky hails ‘good talk’ with Trump envoy, says Ukraine is ready for deal with security guarantees"
2/20/25,unknown,"In reversal, Trump says Russia attacked Ukraine"
2/22/25,unknown,トランプ「ゼレンスキーのせいで～」FOX司会者「それプーチンのせいですよね？」トランプ「…」
2/24/25,unknown,"With Ukraine war aid reaching $280 billion, who’s really funding the most – the US or EU?"
2/25/25,unknown,President Trump talks Ukraine and federal workforce cuts in cabinet meeting
2/27/25,unknown,Zelensky Says No Peace Talks Without Security Guarantee
2/28/25,the-jerusalem-post,Trump admin. seeks public apology from Zelensky to mend US-Ukraine ties
3/2/25,unknown,Warmonger John Bolton Urges Sec. of State Rubio to Resign in Solidarity with Zelensky.
3/3/25,unknown,Democrats Try To Use Colby Confirmation Hearing To Sabotage Trump’s Russia-Ukraine Negotiations
3/5/25,unknown,General Assembly Debates Russian Federation’s Security Council Veto of European Amendments Seeking ‘Just’ Peace in Ukraine Based on United Nations Charter
3/7/25,unknown,Pro-Ukranian protesters heckle Vance outside Cincinnati home
3/8/25,unknown,Rubio and Musk turn on Polish foreign minister in spat over Starlink use in Ukraine: ‘Be quiet small man’
3/10/25,unknown,Morning Bid: Another sea of red as tariffs trump ceasefire hopes
3/11/25,rt,The battle for Kursk: How Russian soldiers crushed Ukrainian defenses in Sudzha
3/13/25,rt,Ukrainian military contradicts Trump on Kursk Region ‘encirclement’
3/15/25,unknown,"Russia, Ukraine Continue Air Attacks With Ceasefire Prospects Uncertain"
3/16/25,rt,US could recognize Crimea as Russian – Semafor
3/18/25,unknown,"Trump, Zelenskyy pledge in phone call to work for end to war in Ukraine"
3/19/25,unknown,"Trump says US will sign Ukraine minerals deal soon, peace efforts going 'pretty well'"
3/21/25,unknown,Russia’s RS-28 Sarmat Nuclear Missile Could Destroy the World
3/22/25,unknown,"An interview with Helsing co-CEO Torsten Reil on delivering the defense tech company's AI-enabled strike drones to Ukraine, the herd mentality of VCs, and more (John Thornhill/Financial Times)"
3/24/25,rt,Russia and US agree list of energy facilities for truce with Ukraine – Kremlin
3/26/25,unknown,EU Leaders Fear Peace in Ukraine – French Army Veteran
3/27/25,rt,Paranoia rebranded: The EU is desperate to sell its people more Ukraine war
3/29/25,unknown,"Trump ‘running out of patience’ with Putin over Ukraine ceasefire, says Finnish president"
3/30/25,unknown,Kremlin says it's working on Ukraine peace after Trump says he's ‘p***ed off’ with Putin
4/1/25,unknown,Italy’s Meloni strains to hold her coalition together over Ukraine and EU rearmament
4/3/25,unknown,Ukraine says Russian strike kills 16 in Kryvyi Rih; Moscow says was targeting military
4/4/25,unknown,Zelenskyy meets European military leaders to plan for a peacekeeping force
4/6/25,unknown,Pope Francis sending Cardinal Krajewski back to Ukraine to deliver 4 more ambulances
4/7/25,unknown,"In 'Era of Savage Cuts’, UN Aid Chief Urges Security Council to Provide Security, Resources for Saving as Many Survivors Possible from Russian Airstrikes in Ukraine"
4/9/25,unknown,"Cardinal Krajewski in Ukraine: ‘People are hungry, living in poverty in the war zone’"
4/11/25,rt,Euro-Atlantic community gearing for war – Lavrov
4/12/25,unknown,"Germany willing to send Taurus missiles to Ukraine, says Merz"
4/14/25,rt,Russian MP threatens OSINT analysts with treason charges
4/15/25,unknown,"Europe braces for long Ukraine war, despite Trump assurance on peace talks"
4/17/25,unknown,Trump says US could walk away from Russia-Ukraine war deal - Politico
4/18/25,unknown,How Russia recruits troops in occupied Ukrainian territories
4/20/25,al-jazeera-english,"Trump live news: US president hails ‘good meetings’ on Iran, Ukraine"
4/22/25,unknown,London talks end without Ukraine war peace deal as Zelensky says ‘emotions have run high’ over US bid to recognize Crimea as Russian
4/23/25,unknown,Trump says Russia has made a 'pretty big concession' by not seizing all of Ukraine
4/25/25,unknown,"Trump Administration Live Updates: President Meets With Zelensky, Says Putin Might Not Be Serious About Peace (Tim Balk/New York Times)"
4/26/25,unknown,"Trump Live Updates: Latest News on Russia-Ukraine, Tariffs and More - The New York Times"
4/28/25,unknown,"U.S. Backing Russia’s Takeover Of Crimea Could Imperil UN, World Order"
4/30/25,unknown,Ros Atkins on... What's in the US-Ukraine resources deal?
5/1/25,the-jerusalem-post,"US readies Russia sanctions over Ukraine, unclear if Trump will sign, sources say"
5/3/25,unknown,"Trump suggests it may not be possible to broker peace in Ukraine, as Putin leaves open nuke option"
5/4/25,rt,Romanian PM resigns after Ukraine critic’s win
5/6/25,rt,Putin-proposed ceasefire enters force
5/7/25,unknown,'Friends of steel': Xi and Putin pledge to stand together against U.S.
5/9/25,unknown,Russia: Person injured in Ukrainian drone attack on Belgorod region
5/11/25,unknown,"Trump says he could go to Turkey to join Russia, Ukraine - Reuters"
5/12/25,rt,Moscow reacts to UN aviation agency’s MH17 vote
5/14/25,the-jerusalem-post,Peace breakthrough unlikely as Putin declines to meet Zelensky in Turkey
5/15/25,unknown,Pope Leo XIV offers to host Ukraine-Russia peace talks at the Vatican
5/17/25,unknown,How Zelensky is holding up after three years of battle...
5/19/25,unknown,Ukraine evacuates areas of Sumy ahead of expected Russian offensive
5/20/25,unknown,Commentary: What to make of the restart in Russia-Ukraine ceasefire negotiations
5/22/25,unknown,Imposing 500% tariffs on nations that trade with Russia will backfire
5/23/25,unknown,Russia downs 95 Ukrainian drones over several regions
5/25/25,unknown,Moscow slams Germany for talk over allowing Kiev long-range arms
5/27/25,the-times-of-india,Thought U.S. and EU drones were superior? Russia unleashes drones that fly higher and faster — here's all about them
