date,source,title,score
2023-09-26,business-insider,"As Russia's war in Ukraine drags on, Kyiv's neighbors are loading up on new high-tech military gear",
2023-09-26,cnn,Trudeau apologizes for 'embarassing' celebration of Ukrainian veteran who fought for Nazi unit in World War II,
2023-09-26,unknown,Russia accuses Ukraine's Western allies of helping attack its Black Sea Fleet headquarters,
2023-09-26,unknown,"As UEFA works on return for Russian youth teams, Ukraine promises boycott and urges others to join",
2023-09-26,unknown,"Russia's using its elite paratroopers in an unusual way to hold the line, leaving the force 'airborne in name only,' war analysts say",
2023-09-26,unknown,Why The War in Ukraine Did Not Break Europe’s Fossil Fuel Addiction,
2023-09-26,unknown,A Ukrainian Drone Knocked Out A 70-Year-Old Russian Field Gun. It’s A Stark Reminder That Ukraine Is Winning The Artillery Battle,
2023-09-26,unknown,"Holding elections during full-scale war doesn't make sense, experts say",
2023-09-26,business-insider,"Russia's using its elite paratroopers in an unusual way to hold the line, leaving the force 'airborne in name only,' war analysts say",
2023-09-27,unknown,Russian Funding for War to Skyrocket,
2023-09-27,unknown,Shutdown-ready Republicans shouldn’t buy into Vivek Ramaswamy’s insane Ukraine plan,
2023-09-27,unknown,Mystery Russian Plane in Pyongyang Stirs Arms Deals Concerns,
2023-09-27,unknown,Western leaders urge arms manufacturing in Ukraine,
2023-09-27,unknown,VICTOR DAVIS HANSON: The Ukrainian Gordian Knot,
2023-09-27,bbc-news,Canada Nazi row puts spotlight on Ukraine's WWII past,
2023-09-27,unknown,"House Republican opposition to Ukraine aid grows, threatening funds as war rages",
2023-09-27,unknown,"As Ukraine and Russia burn through artillery shells, the US Army is looking for new highly precise rounds to fire from its extra-long-range cannons",
2023-09-27,nbc-news,"House Republican opposition to Ukraine aid grows, threatening funds as war rages",
2023-09-27,unknown,DeSantis Keeps Dodging on Ukraine,
2023-09-27,rt,Ukraine F-16 training jeopardized by US government shutdown,
2023-09-27,business-insider,"As Ukraine and Russia burn through artillery shells, the US Army is looking for new highly precise rounds to fire from its extra-long-range cannons",
2023-09-27,unknown,Russia’s Alliance Woes Pile Up With a New Public Warning,
2023-09-27,unknown,"BREAKING! Ukraine SURRENDERING by the thousands, NATO desperate to keep war going",
2023-09-27,unknown,Lessons from Ukraine: U.S. Army using conflict in Europe to prepare soldiers for the next war,
2023-09-27,unknown,"Tank battles of the kind the Abrams was built for are rare in Ukraine, where tanks aren't often killed in fights with enemy armor",
2023-09-27,unknown,NATO secretary-general meets with Zelenskyy to discuss 'ending Russia’s aggression',
2023-09-27,unknown,Ukraine Dependence on NATO Intel Further Embroiling West in Conflict - Former US Marine,
2023-09-27,unknown,Victor Davis Hanson: The Ukrainian Gordian Knot,
2023-09-27,unknown,One Map Summarizes Status Of Ukraine War & Russia's Strategy,
2023-09-27,unknown,"Russian shelling kills five in southern, eastern Ukraine",
2023-09-27,business-insider,"Tank duels of the kind the Abrams was built for are rare in Ukraine, where very few tanks are actually killed in fights with enemy armor",
2023-09-27,unknown,Germany greenlights joint Rheinmetall-Ukraine venture in Kyiv,
2023-09-27,unknown,"Ukrainian, French defence ministers pledge to work together on arms",
2023-09-27,unknown,Ukrainians living in Ireland to have protection status extended until March 2025 following EU meeting,
2023-09-27,unknown,"Bill Ackman Says ""I'm Very Bullish On Ukraine Post-War"" - CNBC Interview",
2023-09-28,unknown,"To Intercept Ukrainian Drone Subs, The Russian Navy Could Copy Soviet Tactics",
2023-09-28,unknown,Russian State TV Lays Out Plans for New Empire,
2023-09-28,unknown,Putin says Russian-held regions in Ukraine endorse their choice to join Moscow,
2023-09-28,unknown,Russian-Held Regions In Ukraine Express Their Desire To Join Moscow: Putin,
2023-09-28,breitbart-news,Don Jr. Calls out Establishment Republicans for Backing More Tax Dollars to Ukraine,
2023-09-28,unknown,"Russia Drafts 130,000 Conscripts, Increases Age Limit to 30",
2023-09-28,rt,Ukrainian ‘terrorists’ attack another power substation in Russia – governor,
2023-09-28,the-jerusalem-post,Putin says Russian-held regions in Ukraine endorse their choice to join Moscow,
2023-09-28,unknown,"Friday, September 29. Russia’s War On Ukraine: News And Information From Ukraine",
2023-09-28,unknown,Why Etsy is a financial lifeline for artisans in Ukraine,
2023-09-28,unknown,"US Reportedly Watching, Learning from Russian Performance in Ukraine Special Military Operation",
2023-09-28,unknown,Another Neighbor Turns Back on Russia,
2023-09-28,unknown,NBC Is HORRIFIED that Potential Government Shutdown May Disrupt Billions of US Dollars Being Sent Off to Ukraine,
2023-09-28,unknown,"As Russian Rounds Exploded All Around It, A Ukrainian Army Leopard 2A6 Tank Stood And Fought",
2023-09-28,unknown,Putin orders former Wagner commander to take charge of 'volunteer units' in Ukraine,
2023-09-28,unknown,Russia planning 'drills' to prepare for 'armed conflicts involving nuclear powers',
2023-09-28,unknown,The Ukrainian Gordian Knot,
2023-09-28,unknown,Slovakia's elections could have big implications for Europe and war in Ukraine,
2023-09-28,unknown,(Video) Pavel Gubarev defines Russia's goals,
2023-09-28,unknown,"Ukraine latest: Putin signs decree calling up 130,000 in fall draft",
2023-09-29,unknown,"Chinese Companies Reduce Sales of Drones, Their Components to Ukraine - Report",
2023-09-29,rt,Ukraine absent from emergency US government funding deal,
2023-09-29,unknown,U.K. To Offer Military Training Inside Ukraine,
2023-09-29,abc-news-au,"UK aims to offer military training inside Ukraine, defence secretary says",
2023-09-29,unknown,White House welcomes shutdown resolution — sees another crack at Ukraine aid soon,
2023-09-29,unknown,Ukraine Situation Report: U.K. Considers Returning To Training Troops In Ukraine,
2023-09-29,rt,British defense chief wants to send UK troops to Ukraine,
2023-09-29,politico,White House welcomes shutdown resolution — sees another crack at Ukraine aid soon,
2023-09-29,unknown,Grant Shapps to ramp up support for Volodymyr Zelensky (UK boots on the ground),
2023-09-29,unknown,Putin Says Russian Prisoners Killed in Ukraine War 'Atoned for Their Guilt',
2023-09-29,unknown,He’s Stuck in War-Torn Ukraine. Bankman-Fried Doesn’t Want Him to Testify,
2023-09-29,bbc-news,Newspaper headlines: 'More Ukraine support' and 'Tory conference looms',
2023-09-29,unknown,"House rejects Ukraine aid in spending bill, despite Pentagon lobbying",
2023-09-29,unknown,UBS says reports of DOJ probe into Russia sanctions evasion are wrong,
2023-09-29,unknown,"UK aims to offer military training inside Ukraine, minister says",
2023-09-29,unknown,Putin marks anniversary of annexation of Ukrainian regions as drones attack overnight,
2023-09-29,unknown,Ukraine's Air Force: Russia launches Shahed UAVs over Ukraine,
2023-09-29,politico,Ukraine aid backers still see path for new aid,
2023-09-29,unknown,He’s Stuck in War-Torn Ukraine. Bankman-Fried Doesn’t Want Him to Testify.,
2023-09-29,unknown,Putin Marks Illegal Takeover of Ukrainian Regions,
2023-09-29,breitbart-news,Government Funding Standoff Cuts Off Ukraine Cash for First Time Since Start of War,
2023-09-29,unknown,Ukraine is retrofitting agricultural drones designed for farmers with 20-kilogram bombs that can be aimed at tanks,
2023-09-29,breitbart-news,"McCarthy Rolls the Deep State, Advances Government Funding Plan that Cuts Off Ukraine Cash",
2023-09-29,unknown,"Oil pipeline ruptures in western Ukraine, nine injured -governor",
2023-09-29,unknown,'Russia helped elect Donald Trump': GOP strategist calls out Republicans over Ukraine,
2023-09-29,unknown,A Ukrainian train is a lifeline connecting the nation's capital with the front line,
2023-09-29,business-insider,Ukraine is retrofitting agricultural drones designed for farmers with 20-kilogram bombs that can be aimed at tanks,
2023-09-30,rt,‘Not much time’ to help Ukraine – Biden,
2023-09-30,unknown,"‘All we achieved on Saturday was averting a crisis:’ Following crucial vote, Mass. Democrats call for Ukraine funding",
2023-09-30,unknown,A populist ex-premier who opposes support for Ukraine leads his leftist party to victory in Slovakia,
2023-09-30,unknown,"Royal Family website crashes for 90 minutes, Russian hacker group KillNet takes credit",
2023-09-30,unknown,Associated Press: EU’s top diplomat urges U.S. to reinstate Ukraine aid after stopgap budget bill,
2023-09-30,unknown,What’s the endgame on Ukraine aid?,
2023-09-30,cbs-news,Attorney General Merrick Garland on investigating war crimes in Ukraine,
2023-09-30,unknown,Ukraine downplays uncertainty over US support after funding bill passes with no aid,
2023-09-30,cbc-news,Biden presses Republicans to support Ukraine after contentious budget omits aid,
2023-09-30,unknown,Mourners Hail Dead Russian Mercenary Prigozhin as 'Patriotic Hero',
2023-09-30,rt,EU will back Ukraine without the US – Borrell,
2023-09-30,unknown,Biden Insists Aid to Ukraine Must Continue,
2023-09-30,unknown,Biden renews push for Ukraine aid,
2023-09-30,unknown,Biden presses Republicans after spending bill drops Ukraine aid,
2023-09-30,unknown,Zelenskyy says nothing will weaken Kyiv's resolve against Russia,
2023-09-30,unknown,Ukraine latest: Kyiv touts American assurances of aid despite U.S. spending vote,
2023-09-30,unknown,Biden says there's not much time to keep aid flowing to Ukraine and Congress must 'stop the games',
2023-09-30,unknown,"""Won't Walk Away From Ukraine"": Biden After New Bill Drops Aid For Kyiv",
2023-09-30,bbc-news,"Biden vows to stand by Ukraine, despite budget fiasco",
2023-09-30,unknown,"Sam Bankman-Fried opposes Ukraine FTX victim testifying remotely, lawyers tell trial judge",
2023-09-30,unknown,"Sam Bankman-Fried opposes Ukraine FTX victim testifying remotely, lawyers tell trial judge - CNBC",
2023-09-30,unknown,"Biden presses Republicans on Ukraine, says 'brinkmanship has to end'",
2023-09-30,unknown,Ukraine left out in cold by US shutdown deal,
2023-09-30,unknown,RUSSIA WARNS OF WWIII OVER UK TROOP PLAN,
2023-09-30,unknown,"Sam Bankman-Fried will have to face FTX victims at his upcoming trial, including a man in Ukraine who lost nearly everything",
2023-09-30,unknown,Sen. Michael Bennet on Ukraine,
2023-09-30,unknown,"Sam Bankman-Fried will have to face FTX victims at his upcoming trial, including a man in Ukraine who lost nearly everything - Fortune",
2023-09-30,unknown,Biden says there's 'not much time' to keep aid flowing to Ukraine,
2023-09-30,unknown,Biden presses Republicans after spending bill drops Ukraine aid - Reuters,
2023-09-30,unknown,"""Brinkmanship Has To End"": Biden Presses Republicans To Back Ukraine Aid",
2023-09-30,rt,EU nation blasts Zelensky for forgetting who helped Ukraine ‘most’,
2023-09-30,unknown,Zelenskiy says nothing will weaken Kyiv's resolve against Russia,
2023-09-30,al-jazeera-english,Biden says US ‘will not walk away’ from Ukraine amid budget turmoil,
2023-09-30,unknown,"Food prices are rising as countries limit exports. Blame climate change, El Nino and Russia’s war",
2023-09-30,unknown,B.C. firefighter teaches emergency medicine in Ukraine | Globalnews.ca,
2023-09-30,unknown,"""These Morons Are Pushing Us Towards WW3"": Sunak Backtracks After UK Defense Chief Wants To Send British Troops To Ukraine",
2023-10-01,rt,‘Titanic effort’ required to repair relations with Kiev – Warsaw,
2023-10-01,unknown,Europe Union’s top diplomat dismisses concern about bloc’s long-term support for Ukraine,
2023-10-01,the-times-of-india,EU ministers meet in Kyiv to support Ukraine amid signs of strain in allies,
2023-10-01,unknown,AP: Pentagon running out of money for Ukraine,
2023-10-01,the-times-of-india,US budget setback for Kyiv harbinger of war fatigue: Russia,
2023-10-01,unknown,Ukraine hits back at Elon Musk over meme taunting Zelensky,
2023-10-01,unknown,Slovakia says Russia interfered in vote won by Ukraine sceptic,
2023-10-01,newsweek,Ukraine Hits Back at Elon Musk Over Meme Taunting Zelensky,
2023-10-01,unknown,Biden must give Ukraine what it needs to win — and literally make Russia pay,
2023-10-01,unknown,Ukraine’s Eight-Ton Deep-Strike Missiles Are More Mobile Than We Thought,
2023-10-01,unknown,News Wrap: European Union leaders gather in Kyiv pledging support for Ukraine's war effort,
2023-10-01,bbc-news,Ukraine war: Burger King still open in Russia despite pledge to exit,
2023-10-01,unknown,EU Foreign Ministers Make Historic Kyiv Trip,
2023-10-01,cbs-news,Did McCarthy make a secret deal with Biden on Ukraine aid?,
2023-10-01,unknown,Latest on Ukraine: U.S. aid stumbles and Slovakia elects a pro-Russia leader - NPR,
2023-10-01,the-times-of-india,Kyiv criticises Musk for making fun of Zelensky,
2023-10-01,unknown,"Putin’s next target: US, European support for Ukraine, officials say",
2023-10-01,unknown,Live war updates: Russia says Western support for Ukraine fragmenting - USA TODAY,
2023-10-01,unknown,Why the GOP Extremists Oppose Ukraine,
2023-10-01,abc-news,The Pentagon warns Congress it is running low on money to replace weapons sent to Ukraine,
2023-10-01,unknown,"Monday, October 2. Russia’s War On Ukraine: News And Information From Ukraine",
2023-10-01,unknown,"Repaired In Poland, The First Battle-Damaged Leopard 2A4 Tank Is Back In Ukraine And Ready To Fight",
2023-10-01,rt,White House sends message to Putin,
2023-10-01,unknown,"Ukraine 'Global Epicenter Of PTSD': Cannabis Can Help, But It's Stuck In Legal Limbo",
2023-10-01,unknown,US Congress debates Ukraine aid as Pentagon warns money running low,
2023-10-01,unknown,Pentagon Doesn’t Have Enough Money to Replace Weapons Sent to Ukraine,
2023-10-01,unknown,"A 'decoy arms race' is playing out in Ukraine, where deception is getting harder and troops have to treat fakes like they're real to fool the enemy",
2023-10-01,unknown,German Federal Cartel Office Gives Go-Ahead to Joint Venture between Rheinmetall and Ukrainian Defence Industry,
2023-10-01,unknown,U.S. Congress debates Ukraine aid as Pentagon warns money running low,
2023-10-01,unknown,Olympic leader Bach explains policy on helping Russians compete to Ukrainians,
2023-10-02,unknown,Ukraine aid pool dwindles as Senate heads for break,
2023-10-02,unknown,"Russian Troops Cede Ground and Strike Back, Frustrating Ukraine’s Counteroffensive",
2023-10-02,unknown,Elon Musk mocks Ukraine's Zelensky and Ukraine fires back,
2023-10-02,the-times-of-india,Biden calls on 11 shaken US allies to reassure themon Ukraine aid,
2023-10-02,unknown,"Russian troops cede ground and strike back, frustrating Ukraine’s counteroffensive",
2023-10-02,unknown,Machinery from New York-based company used to build Russian weapons used in war on Ukraine,
2023-10-02,unknown,Russia Prepares Nationwide Drills With Nuclear War Scenario,
2023-10-02,unknown,Hillary Clinton on supporting Ukraine as Putin aims to undermine democracy,
2023-10-02,unknown,"Russian Hacktivism Takes a Toll on Organizations in Ukraine, EU, US",
2023-10-02,unknown,"Amid House Chaos, Pence Urges Republicans To Continue Ukraine Aid",
2023-10-02,the-irish-times,Ireland spent more than €900m last year helping Ukrainian refugees,
2023-10-02,unknown,Biden forced to reassure world leaders of Ukraine support after Congress nixed aid in funding bill,
2023-10-02,unknown,Putin Follows the Stalin Playbook With Nightmarish Punishment Battalions - The Daily Beast,
2023-10-02,unknown,How to lock in support for Ukraine for the long haul,
2023-10-02,unknown,Charles Michel: Ukraine could join EU by 2030,
2023-10-02,rt,Ukraine adds Chinese energy giants to ‘war sponsors’ list,
2023-10-02,unknown,"Deal to Expedite Grain Exports Has Been Reached Between Ukraine, Poland and Lithuania",
2023-10-02,unknown,BREAKING: Russia Halts All Exports of Gasoline and Diesel,
2023-10-02,unknown,'Unwavering' support for aid to Ukraine could be running out in US - USA TODAY,
2023-10-02,the-jerusalem-post,Ukraine's Zaporozhye Jewish community celebrates Sukkot amidst war,
2023-10-02,unknown,"Continued Support to Ukraine, Replenishing Military Stocks: Priorities for Department",
2023-10-02,unknown,"Biden tells Japan, European allies Ukraine support will continue after Republicans block funding",
2023-10-02,unknown,Biden tries to reassure allies of continued US support for Ukraine after Congress drops aid request,
2023-10-02,unknown,"Biden, world leaders coordinate military support for Ukraine",
2023-10-02,unknown,Bankman-Fried’s Legal Team Cries Foul Over Ukrainian Customer Testimony,
2023-10-02,unknown,U.S. Funding Cutoff Threatens Ukraine’s Economic Stability,
2023-10-02,unknown,SHOSHANA BRYEN: Who’s Calling The Shots For Ukraine?,
2023-10-03,unknown,White House: Ukraine War Will Never End,
2023-10-03,fox-news,Sen. Rand Paul says criticism of Ukraine funding is a 'growing movement' in Washington,
2023-10-03,unknown,"Ukraine says its forces make headway in south, hold gains in east",
2023-10-03,unknown,Ukraine Aid Factor in Speaker McCarthy’s Ouster,
2023-10-03,unknown,Russian reporter who protested on TV jailed in absentia,
2023-10-03,unknown,Biden says he's worried about Ukraine aid after McCarthy's ouster - NPR,
2023-10-03,abc-news-au,US transfers 1.1 million rounds seized from Iran to Ukraine,
2023-10-03,abc-news,Supporters of US aid to Ukraine are watching the turmoil in the House with growing alarm,
2023-10-03,unknown,Future Of Aid To Ukraine Even More Uncertain In Wake of Kevin McCarthy’s Ouster,
2023-10-03,unknown,"A city at war: Trauma, pride and a difficult defiance on the streets of Kyiv",
2023-10-03,unknown,Ukraine is ‘freaking out’ as McCarthy chaos threatens US aid,
2023-10-03,unknown,Biden fears congressional chaos will disrupt US aid to Ukraine,
2023-10-03,fox-news,Emergency drill sirens blare across Russia after Ukrainian drone attacks,
2023-10-03,unknown,Biden’s lack of leadership is galvanizing US critics of Ukraine aid,
2023-10-03,unknown,Ukraine’s DIY Fighting Vehicle Spews Toxic Smoke,
2023-10-03,unknown,US To Transfer Seized Iranian Weapons To Ukraine Amid Russia War: Report,
2023-10-03,cbs-news,"Biden to deliver ""major speech"" on Ukraine funding",
2023-10-03,the-times-of-india,IMF expects continuing US support for Ukraine despite Congress dropping aid,
2023-10-03,unknown,"With Debate Intensifying in First Committee, Speaker Says It Will Support Ukraine during Unprovoked Aggression for ‘as Long as It Takes’",
2023-10-03,unknown,UK Warns Russia May Target Civilian Ships in Black Sea ‘Humanitarian Corridor’,
2023-10-03,unknown,"Ukraine Needs Weapons, Not Debates Over Which Ones",
2023-10-03,unknown,Biden says he’ll make ‘major speech’ on Ukraine aid,
2023-10-03,cnn,Biden searches for ways to keep aid flowing to Ukraine with only weeks remaining before funding runs out,
2023-10-03,unknown,Britain Says Russia May Target Civilian Shipping With Mines In Black Sea,
2023-10-03,unknown,US has turned over some seized Iranian weapons to Ukraine,
2023-10-03,unknown,Biden suggests he has path around Congress to get more aid to Ukraine,
2023-10-03,rt,Could the McCarthy saga be a bipartisan strategy to quietly end aid to Ukraine?,
2023-10-03,unknown,Britain says Russia may target civilian shipping with mines in Black Sea,
2023-10-03,unknown,Biden says he will deliver 'major' speech on Ukraine (Megan Lebowitz/NBC News),
2023-10-03,unknown,"Ukraine, Russia war live updates: Biden seeks alternate funding - USA TODAY",
2023-10-03,unknown,News story: Intelligence shows Russia may target Black Sea civilian shipping,
2023-10-03,unknown,The Pentagon's concerns on Ukraine aid,
2023-10-03,unknown,Inflatable tanks are being used on battlefields in Ukraine. How hard is it to tell the difference?,
2023-10-03,fox-news,Hungarian foreign minister hints at continued blockage of Ukraine military aid,
2023-10-04,unknown,Putin suggests plane of Wagner boss Prigozhin was blown up by hand grenades on board,
2023-10-04,unknown,Biden asks Congress for more Ukraine funding as U.S. military aid is running out,
2023-10-04,unknown,"Russia Has Tested Nuclear-Powered Missile, Could Revoke Atomic Test Ban, Putin Says",
2023-10-04,politico,Biden’s two-headed policy nightmare — Ukraine funding and border security,
2023-10-04,unknown,War takes its toll on Ukraine's birth rate – DW,
2023-10-04,the-washington-post,"A hard choice lies ahead in Ukraine, but only Ukrainians can make it",
2023-10-04,unknown,US aid to Ukraine may depend on who wins race to replace McCarthy as House speaker,
2023-10-04,unknown,A Look at Russia's Deadliest Missile Attacks on Ukraine,
2023-10-04,unknown,The 22nd Mechanized Brigade Has Some Of Ukraine’s Precious Armored Bridgelayers,
2023-10-04,the-times-of-india,"Protesters angry about Ramaswamy's Ukraine aid comments strike his empty car in Iowa, campaign says",
2023-10-04,unknown,"Russian strike on village kills 51, Ukrainian officials say, as Zelenskyy seeks more Western support",
2023-10-04,unknown,"Ukraine Aid Benefits the US, NATO Ambassador Says",
2023-10-04,associated-press,"Russian strike on cafe kills 51, Ukrainian officials say, as Zelenskyy seeks more Western support",
2023-10-04,unknown,"Commentary: Putin steps abroad, even as an international warrant hangs over his head",
2023-10-04,rt,Russia announces timeline for relaunch of Europe’s largest nuclear plant,
2023-10-04,unknown,The 22nd Mechanized Brigade Has Some Of Ukraine’s Precious Armored Bridgelayers—And For A Very Good Reason,
2023-10-04,unknown,Press release: PM meeting with the President of Ukraine: 05 October 2023,
2023-10-04,unknown,"Russian strike on village kills 51, Ukrainian officials say, as Zelensky seeks more Western support",
2023-10-04,unknown,Opposition to Ukraine aid becomes a litmus test for the right,
2023-10-04,unknown,Estonia sent offensive cyber tools to Ukraine after Russia invaded,
2023-10-04,unknown,Putin says Russia got its troubled nuclear-powered cruise missile to work after years of failure and a deadly disaster,
2023-10-04,unknown,Belarus Red Cross Mulls Firing Chief Who Bragged About Ukrainian Child Transfers,
2023-10-04,bbc-news,Ukraine keeps demanding support as Russia carries deadly attack in Kharkiv,
2023-10-04,unknown,Biden team weighs using US State Dept grants to fund weapons for Ukraine -US official,
2023-10-04,unknown,Moscow's Battlefront Drones Linked To Chinese Manufacturer,
2023-10-04,unknown,Russian missile strike on Ukraine funeral kills over 50,
2023-10-04,unknown,Russian missile strike on Ukraine funeral kills 51,
2023-10-04,unknown,Outgoing Slovak PM will leave question of Ukraine military aid to next government -report,
2023-10-04,unknown,Putin Offers Explanation For Explosion That Caused Downing Of Prigozhin Plane,
2023-10-04,unknown,Ukraine latest: Putin suggests Prigozhin killed by grenade on plane,
2023-10-04,unknown,"Chicago wheat rises on Black Sea tensions, corn at 1-month high",
2023-10-04,unknown,How the war in Ukraine impacted David McCloskey's Russia spy thriller,
2023-10-04,unknown,Where Did Ukraine Get Its Autocannon-Armed M-113s?,
2023-10-05,unknown,Putin Declares Klaus Schwab & His Close Advisors Are “Legitimate Military Targets”,
2023-10-05,unknown,Fact Check: Ukraine's First Lady Goes on $1.1M Cartier Spending Spree During September 2023 NYC Trip?,
2023-10-05,unknown,Moldovan president says Russia's Wagner head plotted coup against her -FT,
2023-10-05,unknown,"The writing is on the wall, but it's up to Zelenskyy to decide what happens next",
2023-10-05,unknown,Ukraine Suddenly Discovers Money to Manufacture Its Own Weapons as U.S. Funding Dries Up,
2023-10-05,unknown,Rep. Lauren Boebert is signaling that the fight over the speakership could get bogged down over Ukraine,
2023-10-05,abc-news,Precision missile strike on cafe hosting soldier's wake decimates Ukrainian village,
2023-10-05,unknown,Pressure Grows on Germany to Give Ukraine Long-Range Missiles - The New York Times,
2023-10-05,rt,Former EU boss spreads ‘Russian narrative’ – Zelensky,
2023-10-05,unknown,'Half the village is gone': Ukraine hamlet reels after missile strike - Reuters,
2023-10-05,unknown,"Biden's Dog Commander Should Be Deployed to Ukraine, Ex-NATO Chief Quips",
2023-10-05,unknown,"Russia Is Losing More Of Its Best T-90 Tanks, Perhaps Because It Has More T-90s To Lose",
2023-10-05,unknown,"Friday, October 6. Russia’s War On Ukraine: News And Information From Ukraine",
2023-10-05,unknown,"Russia to reverse nuclear test ban pact ratification, envoy says",
2023-10-05,unknown,Time to go big on Ukraine aid (Josh Rudolph/The Hill),
2023-10-05,unknown,U.S. expels two Russian diplomats to retaliate for expulsion of two American diplomats from Moscow,
2023-10-05,unknown,EU summit points to reforms bloc needs in order to welcome Ukraine and others as new members,
2023-10-05,business-insider,Rep. Lauren Boebert is signaling that the fight over the speakership could get bogged down over Ukraine,
2023-10-05,rt,Americans get poorer as Washington throws cash at Ukraine and migrants,
2023-10-05,unknown,Russia will try to cripple Ukraine’s power grid again this winter — Zelenskyy,
2023-10-05,rt,EU audit chamber warns of Ukraine cash crisis,
2023-10-05,rt,EU boss backtracks on Ukraine pledge,
2023-10-05,unknown,Millions of acres of Ukraine's farmland are going unplowed this year,
2023-10-05,unknown,E.U. begs U.S. to keep funding Ukraine after holding out on military aid,
2023-10-05,unknown,Ukraine war: Blood stains visible in the soil as village of Hroza mourns - BBC.com,
2023-10-05,unknown,"If Rep. Jim Jordan wins the race for House speaker, it could be the death knell for US aid to Ukraine",
2023-10-05,abc-news-au,Russian missile attack in eastern Ukraine kills 10-year-old boy and his grandmother,
2023-10-06,unknown,Putin Says Ukraine Wouldn’t Last a Week Without U.S. Aid,
2023-10-06,unknown,Russian-owned Aughinish Alumina warns EU the European aluminium industry is ‘in crisis’ as war in Ukraine goes on,
2023-10-06,abc-news,"Days after deadly missile strike on Ukrainian cafe, grief and a search for answers",
2023-10-06,unknown,"The Putin-Kim Alliance in Action: Rail Traffic Between the Countries Spike, After Reported Beginning of North Korean Weapons and Ammunitions Deliveries to Russia",
2023-10-06,unknown,Key Putin ally offers surprising defense of Zelensky,
2023-10-06,newsweek,Key Putin Ally Offers Surprising Defense of Zelensky,
2023-10-06,unknown,"Putin ally suggests postponing March presidential election, or excluding rivals",
2023-10-06,unknown,"Days after deadly missile strike on Ukrainian cafe, grief and a search for answers",
2023-10-06,unknown,Trump gets laugh at rally with Wayne’s World joke about his ‘good friend’ Putin,
2023-10-06,unknown,Ukrainian Nazis,
2023-10-06,unknown,"Russia hits Ukraine’s ports for second day in a row, Ukrainian officials say",
2023-10-06,unknown,'Russian stooge' Donald Trump Jr. mocked for using Israel attack to minimize Ukraine war,
2023-10-06,abc-news-au,The men who know a different side to Volodymyr Zelenzkyy,
2023-10-06,unknown,"In The Midst Of Atrocity Crimes In Ukraine, Will Russia Be Allowed To Rejoin U.N. Human Rights Council?",
2023-10-06,unknown,How $6 billion in U.S. aid to Ukraine collapsed in the deal to avoid a government shutdown,
2023-10-06,unknown,Vladimir Putin Receives Sinister Birthday Gifts From Kim Jong-Un and Iran as War in Ukraine Intensifies: Report,
2023-10-06,unknown,"Ukraine latest: Putin meets Kazakh, Uzbek leaders as he turns 71",
2023-10-06,unknown,Russian Air Defense Systems Destroy Ukrainian S-200 Missile Flying to Crimea,
2023-10-06,newsweek,Republicans Helping to Fulfill Putin's 'Dreams': Ex-White House Official,
2023-10-06,unknown,'Be A Nurse Or A Cook': Kyrgyz Women Migrants In Russia Recruited For War In Ukraine,
2023-10-06,unknown,EU Says It Can't Support Ukraine Without The United States,
2023-10-06,unknown,The Creator has a very strange intersection with the Russia-Ukraine war,
2023-10-06,polygon,The Creator has a very strange intersection with the Russia-Ukraine war,
2023-10-06,unknown,Ukrainian village shattered by precision missile strike on cafe hosting fallen soldier's wake,
2023-10-06,cbs-news,What does a change in House speaker mean for Ukraine aid?,
2023-10-06,unknown,"Video: Col. Douglas MacGregor: The Russians Press on, And Take Odessa?",
2023-10-06,unknown,Israel's war with Hamas could increase competition for the US artillery shells needed by Ukraine,
2023-10-07,unknown,Russia seeks to stop access to unfiltered information by attempting to ban VPNs,
2023-10-07,unknown,Putin Says Russia Did Not Start the War in Ukraine,
2023-10-07,unknown,Arms Sent to Ukraine Potentially Used Against Israel,
2023-10-07,unknown,Think Tank: Rail Traffic Surge on North Korea-Russia Border Suggests Arms Supply to Russia,
2023-10-07,unknown,Russia aims to bring early winter — and blackouts — to Ukraine with attacks on power grid,
2023-10-07,unknown,Here’s Where The House GOP Speaker Candidates Stand On Ukraine Funding,
2023-10-07,unknown,Commentary: Calling war in Ukraine a ‘tragedy’ shelters Russia from blame and responsibility,
2023-10-07,unknown,"Russian shelling kills at least two in Ukraine, say Ukraine officials",
2023-10-07,unknown,"A surge in rail traffic on North Korea-Russia border suggests arms supply to Russia, think tank says",
2023-10-07,the-washington-post,"As false war information spreads on X, Musk promotes unvetted accounts",
2023-10-07,abc-news,"A surge in rail traffic on North Korea-Russia border suggests arms supply to Russia, think tank says",
2023-10-07,cnn,Biden's promise to restore US leadership tested by fresh outbreak of war abroad,
2023-10-07,unknown,"Dozen injured, including baby, in Russian attack on Ukraine's Kherson, governor says",
2023-10-07,unknown,Estonia’s Lessons for Ukraine,
2023-10-07,unknown,Russia Seeks Seat on U.N. Human Rights Panel After Ejection Over Ukraine War,
2023-10-08,unknown,Russian lawmakers asked to study revoking nuclear test ban treaty,
2023-10-08,unknown,Zelensky Asks If This Is A Bad Time To Maybe Get A Couple More Billion,
2023-10-08,unknown,"Ukrainian forces make headway in east, south -officials",
2023-10-08,unknown,GOP’s anti-Ukraine foreign aid charade has been completely exposed,
2023-10-08,the-washington-post,White House considers adding Ukraine to Israel aid package,
2023-10-08,unknown,Biden considering huge ‘one and done’ Ukraine aid package,
